6.24783E+16,2,阳江,江苏,阳江龙口西路224号,,赵五十,926,95310733,661,15604506741,贾十三,780,52001783,27,13504098965,江苏,阳江,阳江石牌东路133号,,,揭阳d会,江苏,阳江,阳江东五路34号,38,57861224,25,38,14150511,18,38,93612553,15507783904,0,9.7001E+17,9eow4imd@yeah.net,20100620,,江苏,阳江,阳江东山路79号,15085442927,13002863706,孙十五,3,6120,1081,66666,3,9999992105,23,111
9.03952E+16,1,汕头,江苏,汕头南街二路3号,,廖二三,365,31846075,614,15508133743,秦冰,288,67586325,76,13208248809,江苏,汕头,汕头石牌东路21号,,,河源e会,江苏,汕头,汕头体育西路29号,71,20003503,69,71,77637470,87,71,18553221,15105027732,0,1.84111E+17,jk1h3qqu@aol.com,20160129,,江苏,汕头,汕头北环四路111号,90985442927,13008623507,李国庆,3,6120,1081,66666,3,9999992105,23,111
3.31978E+16,1,顺德,湖南,顺德南街二路66号,,吴冰,962,24326961,140,13406971296,顾国,654,68952662,24,15701301796,湖南,顺德,顺德天河南路26号,,,深圳a会,湖南,顺德,顺德黄埔大道322号,59,55631066,65,59,96867090,80,59,12836484,13900722065,0,2.85885E+17,aflxumasz@yahoo.com,20190515,,湖南,顺德,顺德东四路109号,21385442927,15102060316,林十三,3,6120,1081,66666,3,9999992105,23,111
3.7849E+16,2,中山,浙江,中山北环一路19号,,赵十三,197,93699903,714,13105252627,廖国庆,683,63298993,80,15100230790,浙江,中山,中山石牌西路3号,,,深圳h会,浙江,中山,中山南街三路111号,74,38895497,17,74,20820778,11,74,40897439,13904120108,0,6.23615E+17,alfl8jq@googlemail.com,20120822,,浙江,中山,中山天河南路133号,99985442927,13004850300,黄十三,3,6120,1081,66666,3,9999992105,23,111
7.40304E+16,2,湛江,江苏,湛江体育东路34号,,王冰冰,713,97731929,924,15907722335,贾俊基,136,62055732,29,13906696225,江苏,湛江,湛江体育西路3号,,,佛山i会,江苏,湛江,湛江北环一路17号,14,24089023,10,14,24718858,24,14,17484544,13100523739,0,7.21201E+17,4bh2bvpg@yahoo.com,20130821,,江苏,湛江,湛江体育东路224号,25785442927,13802570890,赵十五,3,6120,1081,66666,3,9999992105,23,111
1.57658E+16,1,江门,江苏,江门黄埔大道11号,,李和平,519,41704784,252,13503926632,秦国庆,254,19555405,68,15301488261,江苏,江门,江门祁山路224号,,,汕头s会,江苏,江门,江门东五路29号,48,60054732,14,48,61900733,54,48,87635903,15807117562,0,4.68301E+17,nocgdfym0@163.net,20180811,,江苏,江门,江门东山路67号,38585442927,15908703800,顾和平,3,6120,1081,66666,3,9999992105,23,111
3.81425E+16,1,韶关,江苏,韶关北环二路67号,,孙十二,307,80092578,454,13908338111,林十五,948,91981653,11,15300935972,江苏,韶关,韶关东四路7号,,,河源r会,江苏,韶关,韶关东五路321号,15,63825752,71,15,23323727,46,15,56297093,15608300102,0,2.54937E+17,8a1tb8@263.net,20100313,,江苏,韶关,韶关北环67号,26185442927,13804401265,顾和平,3,6120,1081,66666,3,9999992105,23,111
6.53841E+16,1,顺德,湖南,顺德西山路7号,,章冰冰,399,76273528,828,15300632871,林玲,763,88225640,91,13900148512,湖南,顺德,顺德西山路224号,,,云浮s会,湖南,顺德,顺德北环79号,87,87306182,14,87,15245632,70,87,23706499,15705647789,0,5.48908E+17,rrp8ijd@126.com,20180524,,湖南,顺德,顺德西横二路133号,59985442927,15706325131,顾俊基,3,6120,1081,66666,3,9999992105,23,111
4.61964E+16,1,深圳,广东,深圳西横一路7号,,范冰冰,667,83619823,384,15604054982,顾和平,133,14942366,23,15105892334,广东,深圳,深圳西横三路29号,,,江门k会,广东,深圳,深圳北环二路105号,65,97859358,89,65,72921976,55,65,26045570,15707891248,0,6.40258E+17,7vek0p3@hotmail.com,20110113,,广东,深圳,深圳祁山路27号,98685442927,13705118751,范五十,3,6120,1081,66666,3,9999992105,23,111
1.78813E+16,1,茂名,湖南,茂名龙口西路79号,,钱冰,760,49598779,993,13601478889,章俊基,361,71197499,76,15506505048,湖南,茂名,茂名龙口西1号,,,佛山e会,湖南,茂名,茂名西山路7号,55,81236930,48,55,25458166,36,55,89480732,15905965555,0,6.12004E+17,u0nslany@163.com,20160820,,湖南,茂名,茂名东二路67号,29485442927,13503262554,廖国庆,3,6120,1081,66666,3,9999992105,23,111
